1	0.500		#  SP27	Mar-2002
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP28	Apr-2002
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP29	May-2002
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP30	Jun-2002
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP31	Jul-2002
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP32	Aug-2002
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP33	Sep-2002
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP34	Oct-2002
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP35	Nov-2002
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP36	Dec-2002
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP37	Jan-2003
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP38	Feb-2003
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP39	Mar-2003
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP40	Apr-2003
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP41	May-2003
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP42	Jun-2003
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP43	Jul-2003
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP44	Aug-2003
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP45	Sep-2003
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP46	Oct-2003
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP47	Nov-2003
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP48	Dec-2003
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP49	Jan-2004
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP50	Feb-2004
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP51	Mar-2004
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP52	Apr-2004
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP53	May-2004
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP54	Jun-2004
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP55	Jul-2004
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP56	Aug-2004
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP57	Sep-2004
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP58	Oct-2004
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP59	Nov-2004
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP60	Dec-2004
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP61	Jan-2005
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP62	Feb-2005
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP63	Mar-2005
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP64	Apr-2005
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP65	May-2005
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP66	Jun-2005
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP67	Jul-2005
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP68	Aug-2005
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP69	Sep-2005
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP70	Oct-2005
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP71	Nov-2005
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP72	Dec-2005
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP73	Jan-2006
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP74	Feb-2006
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP75	Mar-2006
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP76	Apr-2006
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP77	May-2006
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP78	Jun-2006
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP79	Jul-2006
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP80	Aug-2006
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP81	Sep-2006
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP82	Oct-2006
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP83	Nov-2006
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP84	Dec-2006
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP85	Jan-2007
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP86	Feb-2007
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP87	Mar-2007
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP88	Apr-2007
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP89	May-2007
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP90	Jun-2007
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP91	Jul-2007
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP92	Aug-2007
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP93	Sep-2007
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP94	Oct-2007
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP95	Nov-2007
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP96	Dec-2007
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP97	Jan-2008
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP98	Feb-2008
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP99	Mar-2008
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP100	Apr-2008
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP101	May-2008
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP102	Jun-2008
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP103	Jul-2008
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP104	Aug-2008
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP105	Sep-2008
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP106	Oct-2008
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP107	Nov-2008
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP108	Dec-2008
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP109	Jan-2009
2	0.158			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP110	Feb-2009
2	0.158			
3	0.155			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP111	Mar-2009
2	0.140			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.500		#  SP112	Apr-2009
2	0.092			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.154		#  SP113	May-2009
2	0.060			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.086		#  SP114	Jun-2009
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP115	Jul-2009
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP116	Aug-2009
2	0.050			
3	0.000			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP117	Sep-2009
2	0.050			
3	0.339			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP118	Oct-2009
2	0.055			
3	0.106			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP119	Nov-2009
2	0.000			
3	0.046			
4	0.875			
5	0.000			
6	0.000			
1	0.000		#  SP120	Dec-2009
2	0.000			
3	0.043			
4	0.875			
5	0.000			
6	0.000			
